,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,passAccuracy,scoreGoalScoring,scoreAssisting,scorePassing,scoreDefending,scoreDuels,scoreGoalkeeping,scoreRaw,scoreFinal,playerProfile
314,1622,Goalkeeper,LaLiga 2,J. Mikel Magunagoitia,Eibar,37,2880,0,1.0,1,1,3,31,0,7,0,13,1009,625,644,0,0,2,87.0,0.03,0.0,1,0.03,0.03,0.03,0.41,31.53,19.53,20.12,0.0,0.0,0.06,0.09,0.97,0.0,0.22,0.0,2.72,61.94,,,,,,62.22,43.55,62.61,Shot Stopper
323,1631,Midfielder,LaLiga 2,S. Cazorla,Real Oviedo,37,2112,5,30.0,11,5,33,8,16,7,5,102,1200,1038,146,146,13,62,0.0,0.21,0.21,10,0.43,1.28,0.47,4.35,51.14,44.23,6.22,6.22,0.55,2.64,1.41,0.34,0.68,0.3,0.21,0.0,86.5,78.13,92.4,88.31,36.25,30.97,,68.8,95.97,Attacking Midfielder
324,1632,Midfielder,LaLiga 2,L. Júnior,CD Lugo,43,492,0,14.0,5,1,9,6,1,7,2,27,126,96,2,7,2,8,0.0,0.18,0.0,1,0.18,2.56,0.91,4.94,23.05,17.56,0.37,1.28,0.37,1.46,1.65,1.1,0.18,1.28,0.37,0.0,76.19,83.41,58.7,31.1,41.83,58.78,,52.14,46.69,Attacking Midfielder
325,1633,Midfielder,LaLiga 2,A. Sanz,CD Tenerife,19,1301,0,5.0,2,0,33,33,19,36,1,88,638,505,111,3,1,4,0.0,0.0,0.0,0,0.0,0.35,0.14,6.09,44.14,34.93,7.68,0.21,0.07,0.28,2.28,2.28,1.31,2.49,0.07,0.0,79.15,30.8,27.83,49.75,80.01,82.61,,52.41,48.99,Defensive Midfielder
326,1634,Midfielder,LaLiga 2,F. Portillo,Huesca,30,1055,1,8.0,3,2,14,4,2,8,1,41,504,428,30,15,2,19,0.0,0.17,0.09,3,0.26,0.68,0.26,3.5,43.0,36.51,2.56,1.28,0.17,1.62,1.19,0.34,0.17,0.68,0.09,0.0,84.92,64.95,72.46,57.25,23.95,28.55,,51.24,42.94,Attacking Midfielder
327,1635,Midfielder,LaLiga 2,S. Álvarez,Eibar,41,2793,0,12.0,5,0,108,69,32,58,2,209,1526,1271,137,14,0,13,0.0,0.0,0.0,0,0.0,0.39,0.16,6.73,49.17,40.96,4.41,0.45,0.0,0.42,3.48,2.22,1.03,1.87,0.06,0.0,83.29,32.29,23.67,56.14,84.38,83.3,,54.17,58.79,Defensive Midfielder
328,1636,Midfielder,LaLiga 2,D. Musto,FC Cartagena,28,1899,0,5.0,0,0,47,52,30,35,3,109,689,578,84,5,1,6,0.0,0.0,0.0,0,0.0,0.24,0.0,5.17,32.65,27.39,3.98,0.24,0.05,0.28,2.23,2.46,1.42,1.66,0.14,0.0,83.89,20.62,27.04,55.06,80.79,68.03,,49.98,38.04,Defensive Midfielder
330,1638,Midfielder,LaLiga 2,L. Baptistão,Almería,39,2534,5,103.0,33,10,48,27,16,52,25,161,790,599,67,57,4,32,0.0,0.36,0.18,15,0.53,3.66,1.17,5.72,28.06,21.27,2.38,2.02,0.14,1.14,1.7,0.96,0.57,1.85,0.89,0.0,75.82,95.3,70.32,40.48,46.93,76.77,,62.89,86.46,Attacking Midfielder
331,1639,Midfielder,LaLiga 2,I. Alejo,Real Valladolid,18,846,2,7.0,0,0,23,8,7,7,3,59,182,130,21,94,3,17,0.0,0.0,0.21,2,0.21,0.74,0.0,6.28,19.36,13.83,2.23,10.0,0.32,1.81,2.45,0.85,0.74,0.74,0.32,0.0,71.43,20.62,85.99,46.37,59.54,61.51,,57.32,68.59,Attacking Midfielder
333,1641,Midfielder,LaLiga 2,S. Moyano,Real Zaragoza,45,1343,5,34.0,9,0,16,13,10,28,12,114,374,297,24,43,5,23,0.0,0.0,0.34,5,0.34,2.28,0.6,7.64,25.06,19.9,1.61,2.88,0.34,1.54,1.07,0.87,0.67,1.88,0.8,0.0,79.41,49.47,87.61,47.09,36.96,87.44,,61.6,80.98,Attacking Midfielder
334,1642,Midfielder,LaLiga 2,F. San Emeterio,SD Ponferradina,32,1188,0,6.0,2,0,26,27,11,18,1,63,477,385,49,2,0,5,0.0,0.0,0.0,0,0.0,0.45,0.15,4.77,36.14,29.17,3.71,0.15,0.0,0.38,1.97,2.05,0.83,1.36,0.08,0.0,80.71,31.58,23.02,43.62,66.77,57.29,,43.35,20.75,Defensive Midfielder
335,1643,Midfielder,LaLiga 2,Luismi,Málaga,32,2356,1,3.0,1,0,62,47,31,35,2,136,1197,1027,147,1,0,8,0.0,0.0,0.04,1,0.04,0.11,0.04,5.2,45.73,39.23,5.62,0.04,0.0,0.31,2.37,1.8,1.18,1.34,0.08,0.0,85.8,27.17,32.22,62.15,76.48,63.68,,52.52,49.86,Defensive Midfielder
336,1644,Midfielder,LaLiga 2,R. Guti,Real Zaragoza,30,1389,1,29.0,7,2,23,10,16,8,13,73,719,613,87,32,2,11,0.0,0.13,0.06,3,0.19,1.88,0.45,4.73,46.59,39.72,5.64,2.07,0.13,0.71,1.49,0.65,1.04,0.52,0.84,0.0,85.26,69.7,50.53,74.22,49.48,38.17,,57.27,68.01,Defensive Midfielder
337,1645,Midfielder,LaLiga 2,J. Pérez Mateo,CD Tenerife,27,1331,1,20.0,5,1,25,20,9,38,6,95,457,359,23,11,0,11,0.0,0.07,0.07,2,0.14,1.35,0.34,6.42,30.9,24.27,1.56,0.74,0.0,0.74,1.69,1.35,0.61,2.57,0.41,0.0,78.56,60.6,43.48,34.08,51.64,84.93,,51.55,45.53,Defensive Midfielder
338,1646,Midfielder,LaLiga 2,I. Cordoba,Burgos Club de Fútbol,34,1635,5,31.0,9,3,69,33,31,17,5,161,505,344,51,68,3,20,0.0,0.17,0.28,8,0.44,1.71,0.5,8.86,27.8,18.94,2.81,3.74,0.17,1.1,3.8,1.82,1.71,0.94,0.28,0.0,68.12,75.0,75.2,39.91,87.68,76.48,,69.04,96.54,Defensive Midfielder
339,1647,Midfielder,LaLiga 2,B. Sánchez,CD Lugo,41,1030,1,17.0,9,4,26,11,14,4,2,54,484,389,85,56,2,19,0.0,0.35,0.09,5,0.44,1.49,0.79,4.72,42.29,33.99,7.43,4.89,0.17,1.66,2.27,0.96,1.22,0.35,0.17,0.0,80.37,90.41,72.87,71.79,67.31,35.68,,68.54,95.68,Attacking Midfielder
340,1648,Midfielder,LaLiga 2,ADA. Diawara,Leganés,12,974,0,11.0,2,2,15,11,9,8,2,31,420,374,31,5,0,6,0.0,0.18,0.0,2,0.18,1.02,0.18,2.86,38.81,34.56,2.86,0.46,0.0,0.55,1.39,1.02,0.83,0.74,0.18,0.0,89.05,62.14,25.29,61.35,48.0,25.69,,44.43,23.34,Defensive Midfielder
341,1649,Midfielder,LaLiga 2,G. Melero,Leganés,38,2197,4,25.0,11,5,37,15,23,19,7,100,1003,853,52,4,3,34,0.0,0.2,0.16,9,0.37,1.02,0.45,4.1,41.09,34.94,2.13,0.16,0.12,1.39,1.52,0.61,0.94,0.78,0.29,0.0,85.04,76.68,71.52,47.98,47.61,39.34,,56.8,66.86,Attacking Midfielder
342,1650,Midfielder,LaLiga 2,L. Olaetxea,Eibar,38,3076,1,16.0,5,2,71,126,49,87,2,195,1500,1215,144,7,1,11,0.0,0.06,0.03,3,0.09,0.47,0.15,5.71,43.89,35.55,4.21,0.2,0.03,0.32,2.08,3.69,1.43,2.55,0.06,0.0,81.0,48.93,37.44,47.44,82.71,79.73,,57.06,67.44,Defensive Midfielder
343,1651,Midfielder,LaLiga 2,J. Corpas,Eibar,36,2884,6,54.0,21,6,40,53,42,36,12,137,1080,847,114,146,6,36,0.0,0.19,0.19,12,0.37,1.69,0.66,4.28,33.7,26.43,3.56,4.56,0.19,1.12,1.25,1.65,1.31,1.12,0.37,0.0,78.43,80.87,73.11,57.87,59.31,47.52,,63.86,89.63,Attacking Midfielder
344,1652,Midfielder,LaLiga 2,T. Villa,Eibar,36,498,1,9.0,2,0,14,1,3,1,2,29,187,135,13,23,1,9,0.0,0.0,0.18,1,0.18,1.63,0.36,5.24,33.8,24.4,2.35,4.16,0.18,1.63,2.53,0.18,0.54,0.18,0.36,0.0,72.19,42.34,79.27,42.01,47.85,40.41,,52.3,48.41,Attacking Midfielder
345,1653,Midfielder,LaLiga 2,S. Colombatto,Real Oviedo,42,3513,3,37.0,10,4,37,33,26,31,9,145,1528,1302,131,101,5,47,0.0,0.1,0.08,7,0.18,0.95,0.26,3.71,39.15,33.36,3.36,2.59,0.13,1.2,0.95,0.85,0.67,0.79,0.23,0.0,85.21,59.01,63.56,68.88,34.64,35.79,,54.26,59.08,Attacking Midfielder
346,1654,Midfielder,LaLiga 2,ICI. Chapela,CD Tenerife,30,1543,0,39.0,14,4,20,20,7,15,6,98,374,282,18,27,1,15,0.0,0.23,0.0,4,0.23,2.27,0.82,5.72,21.81,16.45,1.05,1.57,0.06,0.87,1.17,1.17,0.41,0.87,0.35,0.0,75.4,86.64,38.15,32.44,36.31,61.2,,47.09,30.55,Defensive Midfielder
347,1655,Midfielder,LaLiga 2,Curro,Burgos Club de Fútbol,35,2858,1,55.0,22,6,49,16,17,57,18,169,1249,994,107,60,4,42,0.0,0.19,0.03,7,0.22,1.73,0.69,5.32,39.33,31.3,3.37,1.89,0.13,1.32,1.54,0.5,0.54,1.79,0.57,0.0,79.58,81.13,59.09,50.32,37.23,71.06,,57.63,69.74,Defensive Midfielder
348,1656,Midfielder,LaLiga 2,Juanpe,Málaga,29,610,0,5.0,1,0,28,18,8,18,0,55,340,265,48,4,1,6,0.0,0.0,0.0,0,0.0,0.74,0.15,8.11,50.16,39.1,7.08,0.59,0.15,0.89,4.13,2.66,1.18,2.66,0.0,0.0,77.94,31.58,43.08,49.96,89.68,92.8,,59.85,75.5,Defensive Midfielder
349,1657,Midfielder,LaLiga 2,D. Ojeda,Huesca,37,1558,1,37.0,13,1,21,5,12,9,14,53,667,544,52,44,6,27,0.0,0.06,0.06,2,0.12,2.14,0.75,3.06,38.53,31.42,3.0,2.54,0.35,1.56,1.21,0.29,0.69,0.52,0.81,0.0,81.56,69.23,72.35,58.02,32.68,21.29,,52.71,51.87,Attacking Midfielder
350,1658,Midfielder,LaLiga 2,T. Moya,Real Zaragoza,38,1911,6,27.0,9,0,56,41,25,19,9,102,1057,859,156,98,4,38,0.0,0.0,0.28,6,0.28,1.27,0.42,4.8,49.78,40.46,7.35,4.62,0.19,1.79,2.64,1.93,1.18,0.89,0.42,0.0,81.27,44.42,84.96,74.06,79.77,48.85,,69.7,97.12,Attacking Midfielder
351,1659,Midfielder,LaLiga 2,K. Bare,Real Zaragoza,21,1659,2,19.0,4,0,25,23,21,13,6,84,818,696,90,14,1,12,0.0,0.0,0.11,2,0.11,1.03,0.22,4.56,44.38,37.76,4.88,0.76,0.05,0.65,1.36,1.25,1.14,0.71,0.33,0.0,85.09,34.88,51.76,64.49,54.7,41.48,,51.46,45.24,Defensive Midfielder
352,1660,Midfielder,LaLiga 2,K. Appin,Burgos Club de Fútbol,7,514,0,4.0,1,0,12,5,4,11,0,39,198,166,15,3,0,3,0.0,0.0,0.0,0,0.0,0.7,0.18,6.83,34.67,29.07,2.63,0.53,0.0,0.53,2.1,0.88,0.7,1.93,0.0,0.0,83.84,33.13,24.78,50.76,55.03,84.71,,47.57,31.41,Defensive Midfielder
353,1661,Midfielder,LaLiga 2,JDJ. Dorrio,Málaga,41,2939,3,50.0,10,2,43,27,13,20,22,144,479,352,19,67,4,19,0.0,0.06,0.09,5,0.15,1.53,0.31,4.41,14.67,10.78,0.58,2.05,0.12,0.58,1.32,0.83,0.4,0.61,0.67,0.0,73.49,56.84,51.64,31.8,35.12,37.09,,41.97,18.44,Defensive Midfielder
354,1662,Midfielder,LaLiga 2,A. Reina,Real Oviedo,45,3639,4,43.0,16,6,74,35,27,27,11,155,1527,1149,235,165,14,71,0.0,0.15,0.1,10,0.25,1.06,0.4,3.83,37.77,28.42,5.81,4.08,0.35,1.76,1.83,0.87,0.67,0.67,0.27,0.0,75.25,69.58,79.67,58.34,50.27,31.93,,59.78,74.93,Attacking Midfielder
355,1663,Midfielder,LaLiga 2,C. Gelabert,Sporting Gijón,39,2406,2,44.0,17,6,49,34,26,37,12,151,1126,876,107,67,5,49,0.0,0.22,0.07,8,0.3,1.65,0.64,5.65,42.12,32.77,4.0,2.51,0.19,1.83,1.83,1.27,0.97,1.38,0.45,0.0,77.8,83.05,72.59,53.23,61.21,69.95,,66.65,92.8,Attacking Midfielder
356,1664,Midfielder,LaLiga 2,J. Bernal,Sporting Gijón,17,621,0,3.0,0,0,11,17,6,14,1,28,398,347,24,2,3,8,0.0,0.0,0.0,0,0.0,0.43,0.0,4.06,57.68,50.29,3.48,0.29,0.43,1.16,1.59,2.46,0.87,2.03,0.14,0.0,87.19,20.62,55.19,61.51,64.96,57.72,,53.92,57.35,Defensive Midfielder
357,1665,Midfielder,LaLiga 2,K. Sibo,Real Oviedo,43,2554,1,10.0,2,1,50,46,36,39,2,110,1083,934,83,3,0,11,0.0,0.04,0.04,2,0.07,0.35,0.07,3.88,38.16,32.91,2.92,0.11,0.0,0.39,1.76,1.62,1.27,1.37,0.07,0.0,86.24,43.96,33.88,53.34,67.72,48.36,,49.2,35.73,Defensive Midfielder
358,1666,Midfielder,LaLiga 2,I. Morante,Burgos Club de Fútbol,40,2055,1,14.0,2,0,54,23,24,8,4,87,1114,959,119,18,2,16,0.0,0.0,0.04,1,0.04,0.61,0.09,3.81,48.79,42.0,5.21,0.79,0.09,0.7,2.36,1.01,1.05,0.35,0.18,0.0,86.09,28.92,45.86,67.72,67.12,26.33,,50.11,39.19,Defensive Midfielder
359,1667,Midfielder,LaLiga 2,RGR. González,Real Zaragoza,19,694,0,9.0,1,0,14,3,2,7,4,64,138,98,5,22,2,9,0.0,0.0,0.0,0,0.0,1.17,0.13,8.3,17.9,12.71,0.65,2.85,0.26,1.17,1.82,0.39,0.26,0.91,0.52,0.0,71.01,30.22,51.78,32.42,37.06,74.7,,44.2,23.05,Defensive Midfielder
360,1668,Midfielder,LaLiga 2,A. Puigmal,Almería,44,1616,5,32.0,11,3,17,13,15,12,9,55,546,467,20,112,6,52,0.0,0.17,0.28,8,0.45,1.78,0.61,3.06,30.41,26.01,1.11,6.24,0.33,2.9,0.95,0.72,0.84,0.67,0.5,0.0,85.53,77.85,91.97,67.81,38.01,24.4,,62.88,85.88,Attacking Midfielder
361,1669,Midfielder,LaLiga 2,P. Nolaskoain,Eibar,36,2398,0,21.0,8,2,49,85,35,123,6,221,1519,1242,130,15,2,16,0.0,0.08,0.0,2,0.08,0.79,0.3,8.29,57.01,46.61,4.88,0.56,0.08,0.6,1.84,3.19,1.31,4.62,0.23,0.0,81.76,59.37,33.29,54.59,78.1,95.86,,60.87,77.81,Defensive Midfielder
362,1670,Midfielder,LaLiga 2,O. Sielva,Huesca,35,2862,1,31.0,9,6,38,76,36,22,8,95,1041,891,103,79,4,24,0.0,0.19,0.03,7,0.22,0.97,0.28,2.99,32.74,28.02,3.24,2.48,0.13,0.75,1.19,2.39,1.13,0.69,0.25,0.0,85.59,68.03,49.36,68.86,61.38,24.54,,55.72,63.4,Defensive Midfielder
363,1671,Midfielder,LaLiga 2,M. Atienza,Burgos Club de Fútbol,39,3144,0,18.0,8,0,90,121,61,107,3,240,1457,1175,173,8,0,11,0.0,0.0,0.0,0,0.0,0.52,0.23,6.87,41.71,33.64,4.95,0.23,0.0,0.31,2.58,3.46,1.75,3.06,0.09,0.0,80.65,35.4,21.56,49.09,89.9,88.85,,54.28,59.37,Defensive Midfielder
364,1672,Midfielder,LaLiga 2,J. Martínez,Eibar,17,624,0,8.0,1,0,12,10,6,12,5,37,302,257,25,20,1,11,0.0,0.0,0.0,0,0.0,1.15,0.14,5.34,43.56,37.07,3.61,2.88,0.14,1.59,1.73,1.44,0.87,1.73,0.72,0.0,85.1,30.8,53.67,71.25,59.6,70.65,,58.37,72.33,Defensive Midfielder
365,1673,Midfielder,LaLiga 2,I. Baba,Almería,14,622,0,3.0,0,0,13,6,6,13,2,57,295,253,37,2,0,3,0.0,0.0,0.0,0,0.0,0.43,0.0,8.25,42.68,36.61,5.35,0.29,0.0,0.43,1.88,0.87,0.87,1.88,0.29,0.0,85.76,20.62,23.88,63.73,56.41,89.74,,49.74,37.75,Defensive Midfielder
366,1674,Midfielder,LaLiga 2,H. Hassan,Real Oviedo,43,2438,3,46.0,25,4,32,8,8,2,7,137,580,469,68,126,6,44,0.0,0.15,0.11,7,0.26,1.7,0.92,5.06,21.41,17.31,2.51,4.65,0.22,1.62,1.18,0.3,0.3,0.07,0.26,0.0,80.86,80.73,76.51,58.66,24.86,37.35,,56.48,65.71,Attacking Midfielder
368,1676,Midfielder,LaLiga 2,R. Marchán,AD Alcorcón,32,712,0,3.0,2,1,18,26,17,11,0,32,273,222,31,1,0,3,0.0,0.13,0.0,1,0.13,0.38,0.25,4.04,34.51,28.06,3.92,0.13,0.0,0.38,2.28,3.29,2.15,1.39,0.0,0.0,81.32,60.5,23.02,46.69,86.8,50.24,,51.4,44.67,Defensive Midfielder
369,1677,Midfielder,LaLiga 2,J. Morcillo,Almería,41,2578,6,82.0,30,8,23,11,21,5,24,101,721,530,81,246,14,57,0.0,0.28,0.21,14,0.49,2.86,1.05,3.53,25.17,18.5,2.83,8.59,0.49,1.99,0.8,0.38,0.73,0.17,0.84,0.0,73.51,92.53,90.01,51.42,29.11,19.63,,58.0,71.76,Attacking Midfielder
370,1678,Midfielder,LaLiga 2,J. Mier,Huesca,21,753,0,12.0,4,1,21,23,8,8,1,45,309,243,41,8,1,6,0.0,0.12,0.0,1,0.12,1.43,0.48,5.38,36.93,29.04,4.9,0.96,0.12,0.72,2.51,2.75,0.96,0.96,0.12,0.0,78.64,70.14,37.74,50.07,79.78,58.45,,57.2,67.72,Defensive Midfielder
371,1679,Midfielder,LaLiga 2,Á. Cantero,Huesca,35,938,4,35.0,13,2,12,5,4,11,7,37,191,128,12,26,3,15,0.0,0.19,0.38,6,0.58,3.36,1.25,3.55,18.33,12.28,1.15,2.49,0.29,1.44,1.15,0.48,0.38,1.06,0.67,0.0,67.02,88.39,85.38,30.24,27.75,38.89,,53.55,56.48,Attacking Midfielder
372,1680,Midfielder,LaLiga 2,D. Lopy,Almería,40,3091,3,31.0,10,1,78,68,46,51,5,192,1574,1340,185,4,3,26,0.0,0.03,0.09,4,0.12,0.9,0.29,5.59,45.83,39.02,5.39,0.12,0.09,0.76,2.27,1.98,1.34,1.48,0.15,0.0,85.13,53.21,54.24,60.35,77.9,70.88,,62.84,85.59,Defensive Midfielder
373,1681,Midfielder,LaLiga 2,N. Melamed,Almería,41,2390,4,81.0,21,7,24,12,10,27,21,121,753,609,55,95,3,49,0.0,0.26,0.15,11,0.41,3.05,0.79,4.56,28.36,22.93,2.07,3.58,0.11,1.85,0.9,0.45,0.38,1.02,0.79,0.0,80.88,87.16,75.96,54.11,23.92,48.68,,57.68,70.61,Attacking Midfielder
374,1682,Midfielder,LaLiga 2,R. Enríquez,Málaga,19,451,1,0.0,0,0,8,13,6,0,0,19,330,298,37,4,0,3,0.0,0.0,0.2,1,0.2,0.0,0.0,3.79,65.85,59.47,7.38,0.8,0.0,0.6,1.6,2.59,1.2,0.0,0.0,0.0,90.3,20.62,50.68,78.03,70.66,18.68,,52.2,47.26,Defensive Midfielder
375,1683,Midfielder,LaLiga 2,S. Arribas,Almería,43,2772,3,82.0,30,9,32,10,17,22,24,142,1264,1059,63,146,9,76,0.0,0.29,0.1,12,0.39,2.66,0.97,4.61,41.04,34.38,2.05,4.74,0.29,2.47,1.04,0.32,0.55,0.71,0.78,0.0,83.78,91.79,81.19,65.55,26.8,42.04,,62.12,83.0,Attacking Midfielder
376,1684,Midfielder,LaLiga 2,C. Dotor,Málaga,30,660,0,10.0,4,2,12,11,4,9,3,36,286,229,22,8,0,3,0.0,0.27,0.0,2,0.27,1.36,0.55,4.91,39.0,31.23,3.0,1.09,0.0,0.41,1.64,1.5,0.55,1.23,0.41,0.0,80.07,83.31,23.42,46.26,50.71,57.38,,48.67,34.01,Defensive Midfielder
377,1685,Midfielder,LaLiga 2,F. Serrano,Real Zaragoza,38,2599,2,34.0,13,4,53,31,23,21,7,109,1133,916,116,59,2,30,0.0,0.14,0.07,6,0.21,1.18,0.45,3.77,39.23,31.72,4.02,2.04,0.07,1.04,1.84,1.07,0.8,0.73,0.24,0.0,80.85,70.5,55.55,57.31,56.22,33.83,,55.11,61.38,Defensive Midfielder
378,1686,Midfielder,LaLiga 2,D. Larrubia,Málaga,38,2808,2,62.0,23,4,89,25,18,9,14,218,848,678,55,44,4,32,0.0,0.13,0.06,6,0.19,1.99,0.74,6.99,27.18,21.73,1.76,1.41,0.13,1.03,2.85,0.8,0.58,0.29,0.45,0.0,79.95,75.8,56.53,41.27,57.38,55.98,,55.69,62.82,Defensive Midfielder
379,1687,Midfielder,LaLiga 2,I. Chaira,Real Oviedo,33,2432,3,75.0,24,8,54,22,10,20,22,161,701,568,35,79,6,30,0.0,0.3,0.11,11,0.41,2.78,0.89,5.96,25.94,21.02,1.3,2.92,0.22,1.11,2.0,0.81,0.37,0.74,0.81,0.0,81.03,90.55,69.2,51.08,45.13,59.85,,61.66,81.56,Attacking Midfielder
380,1688,Midfielder,LaLiga 2,V. Meseguer,Real Valladolid,21,836,1,3.0,0,0,22,11,8,15,2,47,427,359,27,2,0,3,0.0,0.0,0.11,1,0.11,0.32,0.0,5.06,45.97,38.65,2.91,0.22,0.0,0.32,2.37,1.18,0.86,1.61,0.22,0.0,84.07,20.62,40.93,50.2,65.37,66.14,,48.87,34.29,Defensive Midfielder
381,1689,Midfielder,LaLiga 2,J. Martín,Huesca,31,1153,0,4.0,2,2,38,22,22,16,0,90,454,363,50,21,2,7,0.0,0.16,0.0,2,0.16,0.31,0.16,7.03,35.44,28.33,3.9,1.64,0.16,0.55,2.97,1.72,1.72,1.25,0.0,0.0,79.96,59.39,36.53,52.48,83.69,76.9,,59.43,74.35,Defensive Midfielder
382,1690,Midfielder,LaLiga 2,I. Gil,Las Palmas,14,479,1,9.0,1,0,5,4,1,3,3,19,221,191,15,27,2,10,0.0,0.0,0.19,1,0.19,1.69,0.19,3.57,41.52,35.89,2.82,5.07,0.38,1.88,0.94,0.75,0.19,0.56,0.56,0.0,86.43,33.65,87.29,75.61,25.09,26.81,,54.81,60.81,Attacking Midfielder
383,1691,Midfielder,LaLiga 2,D. Luna,Huesca,17,962,1,17.0,5,3,12,5,9,3,5,46,239,200,10,7,1,3,0.0,0.28,0.09,4,0.37,1.59,0.47,4.3,22.36,18.71,0.94,0.65,0.09,0.28,1.12,0.47,0.84,0.28,0.47,0.0,83.68,81.7,45.36,45.13,37.45,29.71,,46.82,29.68,Defensive Midfielder
384,1692,Midfielder,LaLiga 2,G. Campos,Sporting Gijón,27,1474,4,37.0,10,4,20,7,6,6,10,57,455,345,29,26,2,17,0.0,0.24,0.24,8,0.49,2.26,0.61,3.48,27.78,21.07,1.77,1.59,0.12,1.04,1.22,0.43,0.37,0.37,0.61,0.0,75.82,83.32,69.57,35.58,27.75,22.75,,47.75,31.7,Attacking Midfielder
385,1693,Midfielder,LaLiga 2,Á. Cardero,Mirandés,45,591,1,9.0,3,1,10,4,6,8,4,29,281,229,21,23,0,13,0.0,0.15,0.15,2,0.3,1.37,0.46,4.42,42.79,34.87,3.2,3.5,0.0,1.98,1.52,0.61,0.91,1.22,0.61,0.0,81.49,71.85,68.21,61.07,47.35,51.53,,60.3,76.37,Attacking Midfielder
386,1694,Midfielder,LaLiga 2,J. Guruzeta,Eibar,34,1413,3,32.0,15,3,37,20,13,37,8,111,448,336,30,37,7,24,0.0,0.19,0.19,6,0.38,2.04,0.96,7.07,28.54,21.4,1.91,2.36,0.45,1.53,2.36,1.27,0.83,2.36,0.51,0.0,75.0,85.35,84.49,38.49,64.96,87.95,,69.73,97.41,Attacking Midfielder
387,1695,Midfielder,LaLiga 2,M. Lachuer,Real Valladolid,43,2935,2,48.0,8,2,46,34,24,26,13,156,1038,820,86,144,5,40,0.0,0.06,0.06,4,0.12,1.47,0.25,4.78,31.83,25.14,2.64,4.42,0.15,1.23,1.41,1.04,0.74,0.8,0.4,0.0,79.0,53.6,62.11,54.29,46.37,47.07,,53.48,56.2,Attacking Midfielder
388,1696,Midfielder,LaLiga 2,D. González,Burgos Club de Fútbol,40,1078,2,19.0,9,2,18,21,8,12,2,58,325,254,24,29,2,16,0.0,0.17,0.17,4,0.33,1.59,0.75,4.84,27.13,21.21,2.0,2.42,0.17,1.34,1.5,1.75,0.67,1.0,0.17,0.0,78.15,79.93,73.99,44.6,52.64,51.75,,59.93,75.79,Attacking Midfielder
390,1698,Midfielder,LaLiga 2,N. García,Leganés,19,714,1,16.0,0,0,12,5,3,7,10,38,175,136,20,42,0,12,0.0,0.0,0.13,1,0.13,2.02,0.0,4.79,22.06,17.14,2.52,5.29,0.0,1.51,1.51,0.63,0.38,0.88,1.26,0.0,77.71,20.62,62.59,52.85,35.82,48.4,,46.38,28.53,Attacking Midfielder
391,1699,Midfielder,LaLiga 2,J. Magunazelaia,Eibar,20,580,0,16.0,3,0,14,2,1,10,8,35,220,177,13,4,0,7,0.0,0.0,0.0,0,0.0,2.48,0.47,5.43,34.14,27.47,2.02,0.62,0.0,1.09,2.17,0.31,0.16,1.55,1.24,0.0,80.45,46.04,36.03,39.42,38.89,69.98,,44.04,22.48,Defensive Midfielder
392,1700,Midfielder,LaLiga 2,I. Martín,Sporting Gijón,42,1982,1,14.0,5,1,72,31,30,32,2,131,1176,973,123,14,1,23,0.0,0.05,0.05,2,0.09,0.64,0.23,5.95,53.4,44.18,5.59,0.64,0.05,1.04,3.27,1.41,1.36,1.45,0.09,0.0,82.74,51.57,52.28,60.14,80.63,73.85,,63.04,86.74,Defensive Midfielder
394,1702,Midfielder,LaLiga 2,D. Lorenzo,Málaga,18,488,0,6.0,3,1,14,1,4,4,1,35,199,166,18,1,0,5,0.0,0.18,0.0,1,0.18,1.11,0.55,6.45,36.7,30.61,3.32,0.18,0.0,0.92,2.58,0.18,0.74,0.74,0.18,0.0,83.42,77.44,32.7,49.64,53.5,62.94,,52.34,48.7,Defensive Midfielder
396,1704,Midfielder,LaLiga 2,S. Clúa,Mirandés,18,519,0,3.0,0,0,22,9,9,18,1,46,223,192,21,1,0,0,0.0,0.0,0.0,0,0.0,0.52,0.0,7.98,38.67,33.29,3.64,0.17,0.0,0.0,3.82,1.56,1.56,3.12,0.17,0.0,86.1,20.62,18.08,57.23,85.16,93.07,,52.91,53.89,Defensive Midfielder
397,1705,Midfielder,LaLiga 2,A. Madariaga,Eibar,29,1405,0,28.0,12,3,25,20,17,26,4,86,609,486,33,14,2,13,0.0,0.19,0.0,3,0.19,1.79,0.77,5.51,39.01,31.13,2.11,0.9,0.13,0.83,1.6,1.28,1.09,1.67,0.26,0.0,79.8,82.43,41.04,40.5,59.16,71.87,,55.36,61.96,Defensive Midfielder
