,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90,passAccuracy,scoreGoalScoring,scoreAssisting,scorePassing,scoreDefending,scoreDuels,scoreGoalkeeping,scoreRaw,scoreFinal,playerProfile
1764,2305,Midfielder,Ligue 1,T. Tessmann,Olympique Lyonnais,32,1261,0,18.0,10,1,0.95,0.95,0.79,25,29,19,4,4,53,747,677,68,14,1,7,0.0,0.07,0.0,1,0.07,1.28,0.71,3.78,53.31,48.32,4.85,1.0,0.07,0.5,1.78,2.07,1.36,0.29,0.29,0.0,0.07,0.07,0.06,90.63,59.49,29.33,75.77,73.15,25.06,,53.59,51.99,Defensive Midfielder
1765,2306,Midfielder,Ligue 1,J. Patrick,Stade de Reims,19,631,0,11.0,1,0,0.16,0.16,0.24,26,10,6,14,7,60,257,202,22,5,0,1,0.0,0.0,0.0,0,0.0,1.57,0.14,8.56,36.66,28.81,3.14,0.71,0.0,0.14,3.71,1.43,0.86,2.0,1.0,0.0,0.02,0.02,0.03,78.6,21.92,15.68,40.99,78.69,93.41,,47.2,29.6,Defensive Midfielder
1766,2307,Midfielder,Ligue 1,Q. Merlin,Stade Rennais,28,1602,3,26.0,10,1,2.06,2.06,2.46,22,13,14,7,9,50,926,805,38,95,5,25,0.0,0.06,0.17,4,0.22,1.46,0.56,2.81,52.02,45.22,2.13,5.34,0.28,1.4,1.24,0.73,0.79,0.39,0.51,0.0,0.12,0.12,0.14,86.93,65.29,70.57,73.37,39.45,19.91,,56.65,64.26,Attacking Midfielder
1767,2308,Midfielder,Ligue 1,B. Old,Saint-Étienne,14,523,0,11.0,2,0,1.0,1.0,0.47,7,2,2,1,6,27,124,104,5,19,1,9,0.0,0.0,0.0,0,0.0,1.89,0.34,4.65,21.34,17.9,0.86,3.27,0.17,1.55,1.2,0.34,0.34,0.17,1.03,0.0,0.17,0.17,0.08,83.87,63.99,57.46,54.26,23.13,32.66,,47.05,28.96,Attacking Midfielder
1769,2310,Midfielder,Ligue 1,T. Louchet,Nice,30,780,0,12.0,4,1,0.79,0.79,1.29,27,19,18,11,5,51,363,317,27,35,1,15,0.0,0.12,0.0,1,0.12,1.38,0.46,5.88,41.88,36.58,3.12,4.04,0.12,1.73,3.12,2.19,2.08,1.27,0.58,0.0,0.09,0.09,0.15,87.33,55.91,68.2,77.51,92.23,74.68,,74.46,99.03,Defensive Midfielder
1770,2311,Midfielder,Ligue 1,M. Akliouche,AS Monaco,32,2409,10,62.0,19,5,9.23,8.47,7.83,51,12,15,5,17,144,1137,965,46,53,15,51,0.0,0.19,0.37,15,0.56,2.32,0.71,5.38,42.48,36.05,1.72,1.98,0.56,1.91,1.91,0.45,0.56,0.19,0.64,0.0,0.34,0.32,0.29,84.87,87.88,91.88,55.65,42.37,43.89,,65.12,91.28,Attacking Midfielder
1772,2313,Midfielder,Ligue 1,I. Koné,Olympique de Marseille,28,829,1,10.0,4,2,0.44,0.44,1.48,17,6,8,4,4,48,382,330,32,5,4,9,0.0,0.22,0.11,3,0.33,1.09,0.43,5.21,41.47,35.83,3.47,0.54,0.43,0.98,1.85,0.65,0.87,0.43,0.43,0.0,0.05,0.05,0.16,86.39,44.59,68.68,60.31,51.75,47.9,,56.47,63.83,Defensive Midfielder
1774,2315,Midfielder,Ligue 1,H. Arnar Haraldsson,Lille,26,1765,3,35.0,13,5,3.8,3.86,3.17,36,6,8,2,12,92,875,724,41,59,6,35,0.0,0.25,0.15,8,0.41,1.78,0.66,4.69,44.62,36.92,2.09,3.01,0.31,1.78,1.84,0.31,0.41,0.1,0.61,0.0,0.19,0.2,0.16,82.74,77.67,78.51,56.52,36.26,32.44,,57.53,68.89,Attacking Midfielder
1775,2316,Midfielder,Ligue 1,W. Zaïre-Emery,Paris Saint-Germain,29,2040,2,16.0,7,1,1.64,1.67,1.42,50,19,22,9,7,98,1602,1495,51,9,4,18,0.0,0.04,0.09,3,0.13,0.71,0.31,4.32,70.68,65.96,2.25,0.4,0.18,0.79,2.21,0.84,0.97,0.4,0.31,0.0,0.07,0.07,0.06,93.32,44.4,40.79,61.86,61.93,34.71,,49.92,39.4,Defensive Midfielder
1776,2317,Midfielder,Ligue 1,D. Doué,Paris Saint-Germain,32,1724,6,55.0,20,6,5.14,5.14,5.66,48,7,13,8,20,158,1025,883,44,78,16,55,0.0,0.31,0.31,12,0.63,2.87,1.04,8.25,53.51,46.1,2.3,4.07,0.84,2.87,2.51,0.37,0.68,0.42,1.04,0.0,0.27,0.27,0.3,86.15,90.76,97.35,70.52,52.53,65.71,,75.95,99.78,Attacking Midfielder
1777,2318,Midfielder,Ligue 1,K. Doumbia,Stade Brestois,31,1328,2,22.0,10,3,2.83,2.81,1.74,41,11,28,10,3,92,640,548,42,48,4,26,0.0,0.2,0.14,5,0.34,1.49,0.68,6.23,43.37,37.14,2.85,3.25,0.27,1.76,2.78,0.75,1.9,0.68,0.2,0.0,0.19,0.19,0.12,85.62,78.15,71.24,69.42,73.87,64.89,,71.4,97.63,Defensive Midfielder
1779,2320,Midfielder,Ligue 1,L. Mouton,Angers,31,1042,1,19.0,3,0,1.45,1.27,1.28,49,15,10,5,6,73,523,433,41,21,2,17,0.0,0.0,0.09,1,0.09,1.64,0.26,6.31,45.17,37.4,3.54,1.81,0.17,1.47,4.23,1.3,0.86,0.43,0.52,0.0,0.13,0.11,0.11,82.79,54.13,62.42,59.22,77.16,58.37,,62.72,84.18,Defensive Midfielder
1780,2321,Midfielder,Ligue 1,J. Neves,Paris Saint-Germain,33,1845,7,28.0,12,3,2.98,2.99,3.89,63,19,23,22,8,133,1560,1440,81,15,9,32,0.0,0.15,0.34,10,0.49,1.37,0.59,6.49,76.1,70.24,3.95,0.73,0.44,1.56,3.07,0.93,1.12,1.07,0.39,0.0,0.15,0.15,0.19,92.31,71.55,81.71,72.51,73.77,77.14,,75.61,99.46,Defensive Midfielder
1781,2322,Midfielder,Ligue 1,Y. Belkhdim,Angers,32,1515,1,9.0,5,1,0.74,0.77,0.51,50,38,21,7,1,72,467,390,28,16,2,5,0.0,0.06,0.06,2,0.12,0.53,0.3,4.28,27.74,23.17,1.66,0.95,0.12,0.3,2.97,2.26,1.25,0.42,0.06,0.0,0.04,0.05,0.03,83.51,35.41,24.2,46.67,87.99,34.51,,45.8,24.65,Defensive Midfielder
1782,2323,Midfielder,Ligue 1,J. Mwanga,RC Strasbourg,27,1252,2,16.0,4,1,1.42,1.31,1.5,43,18,10,11,4,70,568,491,70,21,2,9,0.0,0.07,0.14,3,0.22,1.15,0.29,5.03,40.83,35.3,5.03,1.51,0.14,0.65,3.09,1.29,0.72,0.79,0.29,0.0,0.1,0.09,0.11,86.44,50.2,45.97,71.64,70.95,55.7,,59.48,76.1,Defensive Midfielder
1783,2324,Midfielder,Ligue 1,K. Fayad,Montpellier,20,1018,0,17.0,4,0,1.27,1.25,0.55,31,12,9,11,6,84,487,418,42,20,0,7,0.0,0.0,0.0,0,0.0,1.5,0.35,7.43,43.06,36.95,3.71,1.77,0.0,0.62,2.74,1.06,0.8,0.97,0.53,0.0,0.11,0.11,0.05,85.83,55.63,24.53,67.87,67.34,78.73,,56.72,64.91,Defensive Midfielder
1784,2325,Midfielder,Ligue 1,L. Camara,AS Monaco,29,2056,7,26.0,9,2,2.29,2.29,4.97,65,30,31,23,9,137,1339,1171,113,117,7,44,0.0,0.09,0.31,9,0.39,1.14,0.39,6.0,58.61,51.26,4.95,5.12,0.31,1.93,2.85,1.31,1.36,1.01,0.39,0.0,0.1,0.1,0.22,87.45,55.34,85.41,85.58,79.76,71.22,,77.68,100.0,Attacking Midfielder
1785,2326,Midfielder,Ligue 1,N. Mukau,Lille,29,1218,1,11.0,2,0,0.76,0.76,0.68,33,22,15,14,6,71,635,571,16,5,0,12,0.0,0.0,0.07,1,0.07,0.81,0.15,5.25,46.92,42.19,1.18,0.37,0.0,0.89,2.44,1.63,1.11,1.03,0.44,0.0,0.06,0.06,0.05,89.92,33.37,29.18,53.19,76.73,64.48,,50.62,41.87,Defensive Midfielder
1787,2328,Midfielder,Ligue 1,M. Diawara,Olympique Lyonnais,21,609,1,7.0,1,0,0.34,0.39,0.26,21,10,13,2,2,36,232,198,17,5,0,7,0.0,0.0,0.15,1,0.15,1.03,0.15,5.32,34.29,29.26,2.51,0.74,0.0,1.03,3.1,1.48,1.92,0.3,0.3,0.0,0.05,0.06,0.04,85.34,30.62,30.26,54.92,86.36,45.86,,50.04,40.15,Defensive Midfielder
1790,2331,Midfielder,Ligue 1,D. Cissé,Stade Rennais,13,1074,0,15.0,7,1,0.43,0.43,0.69,31,11,12,4,4,58,588,518,69,3,0,5,0.0,0.08,0.0,1,0.08,1.26,0.59,4.86,49.27,43.41,5.78,0.25,0.0,0.42,2.6,0.92,1.01,0.34,0.34,0.0,0.04,0.04,0.06,88.1,47.54,23.37,66.74,68.12,39.83,,49.26,37.35,Defensive Midfielder
1791,2332,Midfielder,Ligue 1,S. Mayulu,Paris Saint-Germain,29,811,2,24.0,7,2,2.77,2.92,2.01,25,10,5,2,9,59,428,385,14,9,3,12,0.0,0.22,0.22,4,0.44,2.66,0.78,6.55,47.5,42.73,1.55,1.0,0.33,1.33,2.77,1.11,0.55,0.22,1.0,0.0,0.31,0.32,0.22,89.95,88.87,78.64,60.71,62.06,54.82,,68.8,96.02,Attacking Midfielder
1793,2334,Midfielder,Ligue 1,A. Bouaddi,Lille,34,1154,1,3.0,1,0,0.12,0.12,1.23,50,11,10,9,2,82,548,483,25,3,2,5,0.0,0.0,0.08,1,0.08,0.23,0.08,6.4,42.74,37.67,1.95,0.23,0.16,0.39,3.9,0.86,0.78,0.7,0.16,0.0,0.01,0.01,0.1,88.14,18.3,41.52,52.84,69.16,67.1,,50.23,41.01,Defensive Midfielder
1801,2484,Defender,Premier League,N. Clyne,Crystal Palace,37,504,0,2.0,0,0,0.02,0.0,0.24,12,13,3,1,0,15,203,158,31,7,0,3,0.0,0.0,0.0,0,0.0,0.36,0.0,2.68,36.25,28.21,5.54,1.25,0.0,0.54,2.14,2.32,0.54,0.18,0.0,0.0,0.0,0.0,0.04,77.83,11.85,51.96,43.81,37.51,12.0,,32.56,9.83,Fullback
1802,2485,Defender,Premier League,K. Walker,Burnley,17,973,0,5.0,2,0,0.14,0.0,1.33,17,11,3,9,2,34,731,648,55,14,2,7,0.0,0.0,0.0,0,0.0,0.46,0.18,3.14,67.62,59.94,5.09,1.29,0.18,0.65,1.57,1.02,0.28,0.83,0.18,0.0,0.01,0.0,0.12,88.65,38.59,82.73,69.05,23.21,23.2,,39.1,15.11,Fullback
1803,2486,Defender,Premier League,C. Dawson,Wolverhampton,21,987,0,5.0,1,0,0.49,0.0,0.07,15,51,9,21,1,42,558,484,85,0,0,2,0.0,0.0,0.0,0,0.0,0.46,0.09,3.83,50.88,44.13,7.75,0.0,0.0,0.18,1.37,4.65,0.82,1.91,0.09,0.0,0.04,0.0,0.01,86.74,53.58,24.43,57.15,49.71,51.68,,49.35,38.97,Centerback
1804,2487,Defender,Premier League,K. Trippier,Newcastle United,31,1328,3,4.0,0,0,0.12,0.0,1.45,38,42,12,22,2,75,1038,886,77,82,2,22,0.0,0.0,0.2,3,0.2,0.27,0.0,5.08,70.35,60.05,5.22,5.56,0.14,1.49,2.58,2.85,0.81,1.49,0.14,0.0,0.01,0.0,0.1,85.36,22.51,84.69,66.77,52.35,56.85,,58.1,66.19,Fullback
1806,2489,Defender,Premier League,B. Davies,Tottenham Hotspur,24,1330,0,5.0,1,0,0.28,0.0,0.48,17,79,12,53,1,77,1011,890,83,4,0,2,0.0,0.0,0.0,0,0.0,0.34,0.07,5.21,68.41,60.23,5.62,0.27,0.0,0.14,1.15,5.35,0.81,3.59,0.07,0.0,0.02,0.0,0.03,88.03,37.06,36.83,63.7,49.26,83.85,,58.94,69.06,Centerback
1807,2490,Defender,Premier League,L. Digne,Aston Villa,38,2358,4,13.0,3,0,0.8,0.0,4.01,65,84,25,39,5,127,980,811,70,140,15,36,0.0,0.0,0.15,4,0.15,0.5,0.11,4.85,37.4,30.95,2.67,5.34,0.57,1.37,2.48,3.21,0.95,1.49,0.19,0.0,0.03,0.0,0.15,82.76,47.85,93.15,50.27,58.34,54.23,,58.66,67.51,Fullback
1808,2491,Defender,Premier League,D. Burn,Newcastle United,37,3330,1,23.0,7,1,1.96,0.0,1.05,39,194,27,148,3,200,1994,1767,131,3,2,9,0.0,0.03,0.03,2,0.05,0.62,0.19,5.41,53.89,47.76,3.54,0.08,0.05,0.24,1.05,5.24,0.73,4.0,0.08,0.0,0.05,0.0,0.03,88.62,67.93,46.2,53.69,45.22,86.69,,58.51,67.15,Centerback
1809,2492,Defender,Premier League,F. Schär,Newcastle United,34,2937,0,40.0,11,4,3.8,0.0,1.01,36,133,45,59,12,115,1942,1641,312,13,0,5,0.0,0.12,0.0,4,0.12,1.23,0.34,3.52,59.51,50.29,9.56,0.4,0.0,0.15,1.1,4.08,1.38,1.81,0.37,0.0,0.12,0.0,0.03,84.5,93.83,37.07,61.9,57.75,46.26,,55.45,56.83,Centerback
1810,2493,Defender,Premier League,M. Keane,Everton,36,1046,0,10.0,4,3,0.62,0.0,0.01,12,65,16,26,2,38,372,312,74,1,0,2,0.0,0.26,0.0,3,0.26,0.86,0.34,3.27,32.01,26.85,6.37,0.09,0.0,0.17,1.03,5.59,1.38,2.24,0.17,0.0,0.05,0.0,0.0,83.87,73.65,16.32,50.91,64.05,52.91,,54.35,53.6,Centerback
1811,2494,Defender,Premier League,L. Dunk,Brighton & Hove Albion,27,2083,0,12.0,3,0,0.81,0.0,1.02,17,78,13,52,3,79,1934,1768,180,5,1,6,0.0,0.0,0.0,0,0.0,0.52,0.13,3.41,83.56,76.39,7.78,0.22,0.04,0.26,0.73,3.37,0.56,2.25,0.13,0.0,0.04,0.0,0.04,91.42,56.55,51.11,78.12,29.42,53.99,,48.83,37.65,Centerback
1812,2495,Defender,Premier League,J. Vestergaard,Leicester City,20,1395,0,3.0,2,0,0.1,0.0,0.07,22,74,16,27,1,56,958,870,70,0,0,3,0.0,0.0,0.0,0,0.0,0.19,0.13,3.61,61.81,56.13,4.52,0.0,0.0,0.19,1.42,4.77,1.03,1.74,0.06,0.0,0.01,0.0,0.0,90.81,34.3,16.74,59.23,57.94,46.33,,50.0,40.65,Centerback
1813,2496,Defender,Premier League,J. Stephens,Southampton,23,1394,0,4.0,2,1,0.57,0.0,0.26,34,49,13,6,0,44,938,867,47,1,1,3,0.0,0.06,0.0,1,0.06,0.26,0.13,2.84,60.56,55.98,3.03,0.06,0.06,0.19,2.2,3.16,0.84,0.39,0.0,0.0,0.04,0.0,0.02,92.43,56.55,38.69,60.64,52.24,14.75,,43.41,23.38,Centerback
1814,2497,Defender,Premier League,M. Doherty,Wolverhampton,38,2121,1,10.0,3,2,1.04,0.0,1.21,38,95,22,56,4,116,1210,1031,144,22,4,12,0.0,0.08,0.04,3,0.13,0.42,0.13,4.92,51.34,43.75,6.11,0.93,0.17,0.51,1.61,4.03,0.93,2.38,0.17,0.0,0.04,0.0,0.05,85.21,56.55,66.54,60.1,53.31,71.8,,60.77,76.38,Centerback
1815,2498,Defender,Premier League,V. Lindelöf,Aston Villa,23,725,0,0.0,0,0,0.0,0.0,0.08,7,36,8,17,0,25,380,356,19,1,0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,3.1,47.17,44.19,2.36,0.12,0.0,0.37,0.87,4.47,0.99,2.11,0.0,0.0,0.0,0.0,0.01,93.68,11.85,30.47,61.47,47.29,49.51,,47.23,32.61,Centerback
1816,2499,Defender,Premier League,J. Tarkowski,Everton,33,2924,1,15.0,4,1,1.31,0.0,2.33,64,209,41,103,4,199,1277,1042,235,1,5,16,0.0,0.03,0.03,2,0.06,0.46,0.12,6.13,39.31,32.07,7.23,0.03,0.15,0.49,1.97,6.43,1.26,3.17,0.12,0.0,0.04,0.0,0.07,81.6,55.7,71.79,45.64,77.7,88.14,,72.21,98.08,Centerback
1818,2501,Defender,Premier League,H. Maguire,Manchester United,30,1764,0,15.0,7,1,1.82,0.0,0.26,30,77,40,64,2,107,1119,964,116,4,1,9,0.0,0.05,0.0,1,0.05,0.77,0.36,5.46,57.09,49.18,5.92,0.2,0.05,0.46,1.53,3.93,2.04,3.27,0.1,0.0,0.09,0.0,0.01,86.15,90.31,38.73,57.7,68.75,84.8,,68.63,94.48,Centerback
1819,2502,Defender,Premier League,N. Aké,Manchester City,19,688,0,3.0,0,0,0.22,0.0,0.17,9,22,3,13,1,23,532,502,26,1,0,1,0.0,0.0,0.0,0,0.0,0.39,0.0,3.01,69.59,65.67,3.4,0.13,0.0,0.13,1.18,2.88,0.39,1.7,0.13,0.0,0.03,0.0,0.02,94.36,37.61,30.29,65.26,27.3,41.55,,39.27,15.23,Centerback
1821,2504,Defender,Premier League,V. van Dijk,Liverpool,38,3330,1,27.0,8,3,2.24,0.0,0.96,38,190,56,119,3,173,2922,2679,276,1,2,12,0.0,0.08,0.03,4,0.11,0.73,0.22,4.68,78.97,72.41,7.46,0.03,0.05,0.32,1.03,5.14,1.51,3.22,0.08,0.0,0.06,0.0,0.03,91.68,75.8,48.79,73.55,64.18,76.37,,68.14,94.12,Centerback
1822,2505,Defender,Premier League,J. Stones,Manchester City,15,545,0,2.0,2,2,0.43,0.0,0.17,6,18,4,8,0,18,402,367,25,0,0,2,0.0,0.33,0.0,2,0.33,0.33,0.33,2.97,66.39,60.61,4.13,0.0,0.0,0.33,0.99,2.97,0.66,1.32,0.0,0.0,0.07,0.0,0.03,91.29,84.16,42.71,58.48,29.82,33.27,,40.42,16.79,Centerback
1825,2508,Defender,Premier League,A. Webster,Brighton & Hove Albion,21,888,0,5.0,1,0,0.25,0.0,0.26,10,40,20,24,2,37,721,636,84,2,1,3,0.0,0.0,0.0,0,0.0,0.51,0.1,3.75,73.07,64.46,8.51,0.2,0.1,0.3,1.01,4.05,2.03,2.43,0.2,0.0,0.03,0.0,0.03,88.21,47.16,51.0,70.26,62.06,58.93,,61.07,77.22,Centerback
1826,2509,Defender,Premier League,J. Veltman,Brighton & Hove Albion,24,1699,0,6.0,1,0,0.47,0.0,1.32,43,62,19,22,2,112,774,638,66,24,2,6,0.0,0.0,0.0,0,0.0,0.32,0.05,5.93,41.0,33.8,3.5,1.27,0.11,0.32,2.28,3.28,1.01,1.17,0.11,0.0,0.02,0.0,0.07,82.43,35.78,66.35,44.62,59.46,56.12,,55.16,56.35,Fullback
1828,2511,Defender,Premier League,A. Robertson,Liverpool,38,2492,1,15.0,3,0,1.17,0.0,4.25,39,42,21,7,2,61,1541,1356,135,147,7,40,0.0,0.0,0.04,1,0.04,0.54,0.11,2.2,55.65,48.97,4.88,5.31,0.25,1.44,1.41,1.52,0.76,0.25,0.07,0.0,0.04,0.0,0.15,87.99,54.98,91.56,73.62,28.76,11.1,,40.91,17.27,Fullback
1829,2512,Defender,Premier League,T. Mings,Aston Villa,27,1121,0,9.0,1,0,0.82,0.0,0.24,7,59,7,28,2,47,675,596,61,1,1,3,0.0,0.0,0.0,0,0.0,0.72,0.08,3.77,54.19,47.85,4.9,0.08,0.08,0.24,0.56,4.74,0.56,2.25,0.16,0.0,0.07,0.0,0.02,88.3,70.01,41.68,58.53,36.24,57.21,,48.17,36.33,Centerback
1830,2513,Defender,Premier League,J. Gomez,Liverpool,19,526,0,3.0,2,0,0.33,0.0,0.09,13,19,7,9,0,25,416,372,28,2,0,2,0.0,0.0,0.0,0,0.0,0.51,0.34,4.28,71.18,63.65,4.79,0.34,0.0,0.34,2.22,3.25,1.2,1.54,0.0,0.0,0.06,0.0,0.01,89.42,79.77,29.77,65.54,63.82,48.96,,57.84,64.87,Centerback
1831,2514,Defender,Premier League,R. Dias,Manchester City,27,2273,0,21.0,7,0,1.5,0.0,1.19,17,70,20,37,5,64,2309,2165,149,3,0,5,0.0,0.0,0.0,0,0.0,0.83,0.28,2.53,91.43,85.72,5.9,0.12,0.0,0.2,0.67,2.77,0.79,1.47,0.2,0.0,0.06,0.0,0.05,93.76,78.06,46.38,74.82,28.65,34.78,,43.66,23.86,Centerback
1832,2515,Defender,Premier League,R. Manning,Southampton,31,1498,1,8.0,1,0,0.35,0.0,2.79,28,40,17,15,5,86,620,519,49,84,5,34,0.0,0.0,0.06,1,0.06,0.48,0.06,5.17,37.25,31.18,2.94,5.05,0.3,2.04,1.68,2.4,1.02,0.9,0.3,0.0,0.02,0.0,0.17,83.71,36.35,94.64,53.24,45.65,45.26,,51.5,44.84,Fullback
1833,2516,Defender,Premier League,T. Adarabioyo,Chelsea,38,1439,1,13.0,2,1,0.93,0.0,0.21,17,79,11,42,4,72,1177,1075,90,0,1,1,0.0,0.06,0.06,2,0.13,0.81,0.13,4.5,73.61,67.23,5.63,0.0,0.06,0.06,1.06,4.94,0.69,2.63,0.25,0.0,0.06,0.0,0.01,91.33,69.05,29.03,64.73,43.08,69.75,,53.97,52.04,Centerback
1834,2517,Defender,Premier League,J. Bree,Southampton,32,1078,1,4.0,1,0,0.11,0.0,0.7,19,27,9,13,3,40,533,461,29,29,2,10,0.0,0.0,0.08,1,0.08,0.33,0.08,3.34,44.5,38.49,2.42,2.42,0.17,0.83,1.59,2.25,0.75,1.09,0.25,0.0,0.01,0.0,0.06,86.49,30.6,73.32,55.8,34.7,29.92,,41.38,19.06,Fullback
1835,2518,Defender,Premier League,K. Ajer,Brentford,26,1460,0,9.0,3,0,0.96,0.0,0.48,26,47,12,28,4,66,558,434,45,14,2,8,0.0,0.0,0.0,0,0.0,0.55,0.18,4.07,34.4,26.75,2.77,0.86,0.12,0.49,1.6,2.9,0.74,1.73,0.25,0.0,0.06,0.0,0.03,77.78,73.33,56.57,31.74,40.19,50.49,,44.37,25.9,Fullback
1838,2521,Defender,Premier League,M. Cucurella,Chelsea,36,2990,1,24.0,12,5,2.8,0.0,2.39,67,80,28,32,5,141,1633,1449,108,31,3,19,0.0,0.15,0.03,6,0.18,0.72,0.36,4.24,49.15,43.62,3.25,0.93,0.09,0.57,2.02,2.41,0.84,0.96,0.15,0.0,0.08,0.0,0.07,88.73,88.12,70.74,60.69,43.87,36.1,,50.19,41.61,Fullback
1839,2522,Defender,Premier League,K. Danso,Tottenham Hotspur,10,843,0,7.0,3,0,0.41,0.0,0.12,7,70,6,21,0,43,554,479,48,1,0,2,0.0,0.0,0.0,0,0.0,0.75,0.32,4.59,59.15,51.14,5.12,0.11,0.0,0.21,0.75,7.47,0.64,2.24,0.0,0.0,0.04,0.0,0.01,86.46,66.76,25.33,54.2,46.73,65.86,,51.87,46.04,Centerback
1840,2523,Defender,Premier League,M. de Ligt,Manchester United,30,2128,0,18.0,10,2,2.46,0.0,0.23,30,91,33,58,3,102,1370,1238,97,6,0,6,0.0,0.08,0.0,2,0.08,0.76,0.42,4.31,57.94,52.36,4.1,0.25,0.0,0.25,1.27,3.85,1.4,2.45,0.13,0.0,0.1,0.0,0.01,90.36,92.93,26.87,63.91,58.78,65.35,,59.97,73.5,Centerback
1841,2524,Defender,Premier League,A. Tuanzebe,Burnley,22,1717,1,4.0,0,0,0.2,0.0,0.25,31,54,23,23,2,69,671,578,36,10,1,5,0.0,0.0,0.05,1,0.05,0.21,0.0,3.62,35.17,30.3,1.89,0.52,0.05,0.26,1.62,2.83,1.21,1.21,0.1,0.0,0.01,0.0,0.01,86.14,22.51,33.69,46.39,53.91,34.86,,44.05,25.3,Centerback
1842,2525,Defender,Premier League,K. Walker-Peters,West Ham United,35,2922,2,20.0,6,0,0.84,0.0,2.3,44,75,19,11,8,145,1495,1353,52,51,5,25,0.0,0.0,0.06,2,0.06,0.62,0.18,4.47,46.05,41.67,1.6,1.57,0.15,0.77,1.36,2.31,0.59,0.34,0.25,0.0,0.03,0.0,0.07,90.5,53.69,75.15,63.46,28.08,27.58,,41.02,17.63,Fullback
1845,2528,Defender,Premier League,M. Roerslev,Southampton,23,1107,2,5.0,2,0,0.2,0.0,2.09,18,31,4,10,0,45,442,363,38,31,4,14,0.0,0.0,0.16,2,0.16,0.41,0.16,3.66,35.93,29.51,3.09,2.52,0.33,1.14,1.46,2.52,0.33,0.81,0.0,0.0,0.02,0.0,0.17,82.13,44.14,92.61,46.72,28.28,26.38,,38.72,14.39,Fullback
1846,2529,Defender,Premier League,T. Chalobah,Chelsea,30,1981,1,18.0,7,3,2.01,0.0,0.61,31,104,29,45,2,106,1094,944,122,10,5,8,0.0,0.14,0.05,4,0.18,0.82,0.32,4.82,49.7,42.89,5.54,0.45,0.23,0.36,1.41,4.72,1.32,2.04,0.09,0.0,0.09,0.0,0.03,86.29,89.3,56.39,59.43,64.53,64.89,,64.03,85.97,Centerback
1847,2530,Defender,Premier League,I. Konaté,Liverpool,32,2565,2,19.0,4,1,1.77,0.0,0.9,40,125,17,75,4,137,1897,1713,122,0,2,10,0.0,0.04,0.07,3,0.11,0.67,0.14,4.81,66.56,60.11,4.28,0.0,0.07,0.35,1.4,4.39,0.6,2.63,0.14,0.0,0.06,0.0,0.03,90.3,69.83,50.9,56.65,43.4,73.15,,55.56,57.31,Centerback
1848,2531,Defender,Premier League,A. Disasi,West Ham United,26,853,0,4.0,1,1,0.37,0.0,0.37,15,28,7,13,0,40,542,490,20,1,1,5,0.0,0.11,0.0,1,0.11,0.42,0.11,4.22,57.19,51.7,2.11,0.11,0.11,0.53,1.58,2.95,0.74,1.37,0.0,0.0,0.04,0.0,0.04,90.41,54.98,61.55,55.08,40.1,44.64,,47.12,32.25,Centerback
1849,2532,Defender,Premier League,E. Konsa,Aston Villa,35,2937,0,11.0,5,2,1.28,0.0,0.59,34,107,24,31,2,120,1633,1523,72,5,1,6,0.0,0.06,0.0,2,0.06,0.34,0.15,3.68,50.04,46.67,2.21,0.15,0.03,0.18,1.04,3.28,0.74,0.95,0.06,0.0,0.04,0.0,0.02,93.26,58.18,36.41,61.17,34.8,29.9,,40.18,16.19,Centerback
1850,2533,Defender,Premier League,J. Justin,Leeds United,37,2928,2,25.0,7,2,1.5,0.0,0.8,58,115,46,69,11,180,1233,963,114,57,1,14,0.0,0.06,0.06,4,0.12,0.77,0.22,5.53,37.9,29.6,3.5,1.75,0.03,0.43,1.78,3.53,1.41,2.12,0.34,0.0,0.05,0.0,0.02,78.1,69.67,43.73,38.14,65.23,73.29,,59.9,73.26,Centerback
1851,2534,Defender,Premier League,K. Mavropanos,West Ham United,36,2057,0,18.0,5,0,1.54,0.0,0.36,35,123,40,59,3,117,1244,1081,145,2,2,5,0.0,0.0,0.0,0,0.0,0.79,0.22,5.12,54.43,47.3,6.34,0.09,0.09,0.22,1.53,5.38,1.75,2.58,0.13,0.0,0.07,0.0,0.02,86.9,80.46,41.46,59.92,74.88,76.2,,69.15,95.44,Centerback
1852,2535,Defender,Premier League,C. Romero,Tottenham Hotspur,21,1420,0,16.0,8,1,1.59,0.0,0.81,35,52,21,42,2,89,1211,1086,96,3,1,8,0.0,0.06,0.0,1,0.06,1.01,0.51,5.64,76.75,68.83,6.08,0.19,0.06,0.51,2.22,3.3,1.33,2.66,0.13,0.0,0.1,0.0,0.05,89.68,93.41,61.93,69.38,67.06,82.15,,72.1,97.84,Centerback
